"Id_recupcontra","Id_sesion","Fecha_Hora_Envio","Nueva_contraseña","Email_envio","Id_estado_codigo"
"70","948","2023-05-22 01:32:38","julia794","carlos416@test.com","Validado"
"71","74","2023-09-15 04:29:02","fernando605","monica216@company.org","Generado"
"72","365","2024-09-17 07:45:56","patricia719","maria919@example.com","Validado"
"73","937","2023-03-24 08:30:18","julia561","elena35@example.com","Revocado"
"74","780","2024-09-30 21:44:57","patricia472","diego763@company.org","Utilizado"
"75","38","2023-01-05 04:29:38","maria375","luz531@test.com","Generado"
"76","918","2023-03-08 15:28:48","marco646","pedro501@mail.com","Generado"
"77","569","2024-03-18 06:11:21","ana555","ana615@company.org","Utilizado"
"78","784","2023-08-25 02:01:58","laura221","monica925@domain.com","Revocado"
"79","480","2023-02-27 01:34:52","elena295","sara664@company.org","Cancelado"
"80","841","2023-04-19 23:59:37","sara544","sara407@company.org","Validado"
"81","262","2023-02-22 22:43:11","monica744","monica444@company.org","Expirado"
"82","820","2023-02-26 00:43:17","maria535","sara940@company.org","Generado"
"83","567","2023-09-23 08:22:49","pablo253","raul819@example.com","Cancelado"
"84","339","2024-02-14 05:02:05","carlos487","carlos938@mail.com","Utilizado"
"85","957","2023-11-23 12:01:58","pablo190","pedro922@company.org","Reintento"
"86","983","2024-07-29 08:12:49","maria437","julia872@test.com","Deshabilitado"
"87","765","2023-07-13 00:15:32","julia838","roberto720@test.com","Utilizado"
"88","635","2023-09-17 21:36:56","monica296","patricia855@test.com","Validado"
"89","798","2023-06-12 00:12:51","maria440","pablo767@mail.com","Expirado"
"90","956","2024-03-29 06:01:12","patricia974","laura44@domain.com","Revocado"
"91","854","2024-10-11 17:20:24","juan674","luis479@example.com","Utilizado"
"92","515","2023-01-23 20:09:03","monica214","ana724@test.com","Revocado"
"93","678","2024-12-16 15:11:07","raul522","carlos368@domain.com","Expirado"
"94","33","2023-07-19 05:37:04","pablo777","juan944@test.com","Utilizado"
"95","878","2023-04-02 08:27:37","patricia343","luis741@mail.com","Revocado"
"96","608","2023-08-02 17:02:13","marco437","ana876@company.org","Cancelado"
"97","778","2023-03-07 09:22:33","carlos767","isabel638@mail.com","Utilizado"
"98","523","2024-02-13 18:01:24","sara931","luz1@company.org","Expirado"
"99","904","2024-05-09 10:15:31","pablo446","luz265@example.com","Cancelado"
"100","748","2023-09-28 05:31:45","julia958","maria348@mail.com","Cancelado"
"101","960","2024-11-24 03:15:32","fernando396","elena737@test.com","Generado"
"102","934","2024-01-26 10:56:57","juan358","sara371@company.org","Cancelado"
"103","585","2023-11-09 10:22:53","carlos336","marco983@mail.com","Generado"
"104","633","2024-05-30 20:06:23","marco848","diego786@company.org","Deshabilitado"
"105","709","2023-07-05 15:57:30","patricia101","luz494@domain.com","Revocado"
"106","384","2023-03-31 23:08:03","julia666","monica535@test.com","Generado"
"107","487","2024-11-10 05:47:19","patricia286","pedro704@company.org","Expirado"
"108","699","2024-09-11 08:01:24","maria695","laura369@mail.com","Expirado"
"109","852","2023-05-30 15:40:24","luis700","pablo778@domain.com","Generado"
"110","778","2024-05-19 00:46:22","marco267","elena731@domain.com","Pendiente"
"111","252","2023-09-22 21:33:07","isabel942","marco575@domain.com","Generado"
"112","443","2023-12-16 09:23:50","raul837","raul875@example.com","Fallido"
"113","894","2024-05-23 02:54:12","pedro560","elena534@company.org","Expirado"
"114","214","2023-10-16 06:55:56","maria664","pablo569@mail.com","Fallido"
"115","653","2024-08-02 17:09:45","marco332","raul913@domain.com","Deshabilitado"
"116","48","2023-06-12 09:37:22","juan375","ana438@domain.com","Generado"
"117","812","2023-10-23 22:16:32","laura507","luis926@company.org","Utilizado"
"118","845","2023-06-06 16:56:50","juan103","isabel482@domain.com","Deshabilitado"
"119","985","2023-09-24 02:32:53","juan318","laura621@company.org","Cancelado"
"120","820","2024-01-20 05:49:48","elena800","laura376@example.com","Reintento"
"121","452","2024-11-26 12:11:19","luz781","diego943@test.com","Revocado"
"122","761","2024-07-29 06:29:40","laura843","monica835@company.org","Cancelado"
"123","773","2023-10-31 20:41:10","ana683","fernando83@test.com","Pendiente"
"124","940","2023-11-05 08:34:12","pedro713","fernando423@company.org","Pendiente"
"125","241","2023-05-16 04:58:00","roberto612","elena518@domain.com","Validado"
"126","763","2024-09-29 02:09:21","maria278","roberto289@test.com","Fallido"
"127","130","2024-02-18 16:24:16","roberto213","maria703@test.com","Expirado"
"128","386","2024-12-17 22:19:36","pedro337","monica677@mail.com","Pendiente"
"129","750","2024-03-10 02:56:25","elena315","sara818@test.com","Pendiente"
"130","705","2023-06-19 11:41:49","roberto747","maria985@test.com","Cancelado"
"131","838","2024-02-08 05:27:47","monica106","marco596@example.com","Cancelado"
"132","930","2023-04-14 04:51:51","fernando681","pablo547@company.org","Cancelado"
"133","893","2024-03-06 04:28:33","maria631","marco432@test.com","Revocado"
"134","455","2023-11-07 21:34:47","isabel752","maria573@domain.com","Generado"
"135","444","2023-09-04 04:29:12","roberto891","raul717@example.com","Expirado"
"136","418","2023-03-22 18:06:07","carlos656","isabel948@example.com","Expirado"
"137","744","2023-03-28 01:22:10","ana466","elena942@mail.com","Reintento"
"138","307","2023-11-24 19:49:54","luz470","laura130@domain.com","Reintento"
"139","291","2023-07-16 04:36:07","isabel520","diego154@example.com","Revocado"
"140","172","2024-08-30 12:58:29","ana773","elena168@example.com","Pendiente"
"141","650","2024-02-19 04:28:42","marco574","laura249@mail.com","Expirado"
"142","847","2024-05-31 15:09:07","carlos375","pablo970@domain.com","Revocado"
"143","9","2023-09-09 05:50:13","juan737","monica338@domain.com","Expirado"
"144","721","2024-01-04 22:05:09","laura761","julia573@domain.com","Utilizado"
"145","252","2023-03-27 20:52:23","monica125","laura911@test.com","Revocado"
"146","282","2024-05-07 02:05:53","maria451","julia970@test.com","Revocado"
"147","920","2023-04-29 22:05:59","pedro945","juan116@test.com","Pendiente"
"148","512","2024-10-30 03:55:56","marco384","julia756@domain.com","Generado"
"149","256","2023-02-22 20:06:06","roberto913","luz801@mail.com","Utilizado"
"150","919","2023-03-23 20:22:51","juan255","patricia498@test.com","Pendiente"
"151","608","2024-10-15 07:44:13","ana944","elena706@domain.com","Validado"
"152","216","2024-04-27 22:35:16","isabel483","patricia512@test.com","Validado"
"153","103","2024-01-24 08:15:45","ana509","patricia564@company.org","Cancelado"
"154","669","2023-01-08 23:10:12","luz761","luis254@test.com","Utilizado"
"155","5","2023-01-14 22:24:14","fernando710","juan745@domain.com","Expirado"
"156","469","2023-01-16 08:53:11","fernando729","maria350@example.com","Revocado"
"157","448","2024-05-30 04:46:06","pablo511","carlos280@example.com","Cancelado"
"158","370","2024-07-19 23:23:33","luz919","roberto396@example.com","Validado"
"159","183","2023-12-20 05:55:37","maria359","juan467@company.org","Validado"
"160","526","2023-04-26 18:06:43","fernando617","diego105@company.org","Reintento"
"161","598","2023-04-28 00:32:11","pedro829","maria926@example.com","Validado"
"162","712","2024-04-28 10:59:40","elena360","roberto734@example.com","Cancelado"
"163","370","2024-10-19 11:21:24","pedro639","luis826@mail.com","Fallido"
"164","69","2024-04-19 00:27:43","maria735","diego928@company.org","Deshabilitado"
"165","678","2023-09-10 15:20:52","pablo344","raul635@test.com","Expirado"
"166","311","2024-04-23 23:36:42","luz411","elena311@example.com","Revocado"
"167","215","2024-08-16 10:57:21","isabel293","luz404@domain.com","Cancelado"
"168","673","2023-09-16 17:50:27","ana309","sara998@domain.com","Revocado"
"169","257","2023-02-23 13:05:34","laura623","maria531@mail.com","Reintento"
"170","81","2024-04-02 04:46:26","monica296","julia860@domain.com","Validado"
"171","463","2024-02-19 08:09:59","marco170","fernando798@mail.com","Revocado"
"172","550","2024-07-26 18:55:35","carlos572","luz465@company.org","Generado"
"173","409","2023-07-02 00:02:40","marco995","luz341@test.com","Cancelado"
"174","717","2023-05-28 13:37:18","luis859","monica758@domain.com","Cancelado"
"175","200","2023-05-14 00:17:04","carlos155","maria373@example.com","Utilizado"
"176","538","2024-04-29 10:10:15","carlos527","ana630@example.com","Utilizado"
"177","567","2023-04-05 18:22:35","sara556","maria481@domain.com","Utilizado"
"178","949","2023-01-11 11:54:16","maria310","fernando644@company.org","Utilizado"
"179","160","2023-03-27 01:52:37","carlos770","carlos928@mail.com","Pendiente"
"180","308","2024-11-29 13:15:49","monica267","carlos318@company.org","Fallido"
"181","372","2024-08-26 19:02:22","sara640","julia336@mail.com","Utilizado"
"182","570","2024-09-06 12:47:36","patricia701","elena733@example.com","Expirado"
"183","395","2023-03-02 08:45:09","carlos932","laura723@company.org","Pendiente"
"184","34","2023-08-04 10:44:37","juan607","carlos193@company.org","Revocado"
"185","831","2024-03-12 05:54:26","marco835","elena23@mail.com","Generado"
"186","804","2024-03-09 19:22:47","ana252","carlos17@mail.com","Deshabilitado"
"187","967","2023-07-09 20:33:46","marco215","laura210@company.org","Fallido"
"188","26","2023-06-17 14:58:37","pablo817","patricia248@mail.com","Deshabilitado"
"189","364","2023-06-01 19:35:53","roberto749","fernando786@company.org","Revocado"
"190","686","2024-12-10 22:18:55","elena761","monica315@mail.com","Generado"
"191","309","2024-02-23 17:56:12","luz905","monica788@test.com","Validado"
"192","462","2023-05-06 07:16:26","patricia627","carlos157@domain.com","Reintento"
"193","890","2024-04-01 00:32:09","julia969","marco715@mail.com","Cancelado"
"194","710","2023-01-02 19:22:04","ana920","isabel956@company.org","Deshabilitado"
"195","952","2024-08-06 10:34:08","roberto653","ana132@company.org","Deshabilitado"
"196","716","2024-02-26 00:28:58","luz661","carlos170@mail.com","Revocado"
"197","309","2024-03-27 06:37:59","raul286","ana197@test.com","Deshabilitado"
"198","88","2023-06-21 03:01:38","juan343","isabel190@example.com","Deshabilitado"
"199","305","2023-06-09 08:42:55","laura440","fernando829@test.com","Deshabilitado"
"200","748","2024-05-28 02:16:53","laura456","pedro574@test.com","Cancelado"
"201","88","2023-03-23 05:30:02","isabel544","pedro741@company.org","Revocado"
"202","338","2024-11-22 23:52:22","julia555","marco460@mail.com","Validado"
"203","61","2024-03-04 22:01:44","patricia276","roberto185@mail.com","Expirado"
"204","737","2024-07-25 16:07:07","raul431","laura405@mail.com","Generado"
"205","783","2024-12-14 09:00:10","laura159","luis852@domain.com","Cancelado"
"206","635","2024-12-06 00:56:52","sara196","patricia676@test.com","Pendiente"
"207","525","2024-04-26 20:02:39","elena489","laura24@test.com","Reintento"
"208","93","2023-01-01 11:48:46","pablo254","julia463@company.org","Reintento"
"209","190","2023-07-20 08:14:55","juan995","pablo654@mail.com","Cancelado"
"210","6","2023-10-14 12:45:21","roberto111","fernando70@example.com","Revocado"
"211","315","2024-07-17 16:36:16","fernando437","pedro585@company.org","Cancelado"
"212","109","2024-09-29 07:22:28","carlos461","pedro153@example.com","Pendiente"
"213","144","2024-12-18 04:53:46","laura195","sara665@test.com","Utilizado"
"214","587","2023-10-28 16:15:34","pablo998","laura566@mail.com","Deshabilitado"
"215","854","2023-06-17 13:56:44","luz849","carlos93@example.com","Utilizado"
"216","326","2024-07-02 13:49:13","pablo737","patricia364@company.org","Validado"
"217","907","2023-08-25 09:04:56","patricia684","elena770@company.org","Expirado"
"218","236","2023-04-22 20:50:31","ana402","luis545@company.org","Generado"
"219","927","2024-05-28 06:36:17","patricia256","laura333@example.com","Revocado"
"220","432","2023-10-21 23:42:33","luis193","luz393@example.com","Expirado"
"221","134","2024-10-20 09:19:10","laura557","isabel911@example.com","Generado"
"222","433","2024-03-20 10:25:33","pablo671","ana62@test.com","Utilizado"
"223","123","2024-11-07 19:05:37","fernando386","laura425@example.com","Cancelado"
"224","731","2024-05-03 23:55:39","elena780","maria940@test.com","Deshabilitado"
"225","219","2024-01-14 14:44:00","monica978","marco838@test.com","Utilizado"
"226","645","2024-11-08 17:14:18","isabel428","pedro847@mail.com","Utilizado"
"227","237","2023-08-15 10:13:33","julia719","luis858@example.com","Cancelado"
"228","830","2023-08-05 20:52:08","patricia677","julia363@mail.com","Validado"
"229","25","2024-08-07 09:31:16","julia158","raul53@mail.com","Utilizado"
"230","547","2023-06-24 14:39:01","raul639","pablo794@domain.com","Revocado"
"231","121","2023-04-26 00:07:12","luis941","pedro119@example.com","Validado"
"232","478","2023-02-23 11:47:39","luz988","ana316@test.com","Deshabilitado"
"233","910","2023-09-30 20:07:33","roberto994","monica485@company.org","Utilizado"
"234","937","2024-07-05 19:53:40","sara163","isabel281@mail.com","Cancelado"
"235","787","2023-05-14 04:41:06","julia731","diego857@test.com","Validado"
"236","282","2024-09-28 22:42:26","juan682","carlos32@example.com","Expirado"
"237","73","2023-04-10 12:44:25","laura679","marco878@mail.com","Expirado"
"238","775","2023-12-17 08:02:46","pablo314","fernando456@mail.com","Cancelado"
"239","234","2024-10-07 04:05:05","patricia995","marco39@domain.com","Validado"
"240","213","2024-07-10 21:17:50","ana880","patricia296@company.org","Fallido"
"241","137","2024-06-21 13:51:12","maria235","elena108@example.com","Deshabilitado"
"242","824","2023-02-02 10:39:08","fernando260","laura402@company.org","Utilizado"
"243","260","2024-02-26 21:07:41","marco112","raul33@example.com","Cancelado"
"244","851","2023-06-12 18:05:14","fernando688","pablo935@mail.com","Expirado"
"245","788","2024-10-14 18:52:42","juan281","maria476@mail.com","Pendiente"
"246","643","2024-09-21 19:02:41","juan985","pedro469@domain.com","Validado"
"247","761","2023-04-29 04:14:45","monica508","roberto311@test.com","Validado"
"248","457","2023-10-25 00:37:34","juan917","sara167@mail.com","Reintento"
"249","295","2024-07-11 15:18:42","marco705","pedro151@company.org","Pendiente"
"250","168","2024-11-12 00:55:41","pablo349","monica604@example.com","Validado"
"251","152","2023-06-24 12:01:44","roberto811","julia667@example.com","Cancelado"
"252","829","2024-01-10 12:44:32","laura693","pablo852@example.com","Reintento"
"253","653","2023-10-11 05:03:30","julia609","sara575@test.com","Utilizado"
"254","458","2024-08-05 10:08:41","pedro111","fernando639@domain.com","Generado"
"255","940","2024-07-04 13:51:29","diego106","patricia583@test.com","Pendiente"
"256","187","2023-06-19 07:36:08","isabel600","diego347@example.com","Fallido"
"257","774","2023-06-18 04:58:13","roberto962","laura238@company.org","Cancelado"
"258","649","2023-03-22 13:40:44","isabel492","fernando840@example.com","Utilizado"
"259","682","2024-12-04 07:16:21","julia614","pedro131@example.com","Utilizado"
"260","608","2024-10-09 19:50:21","luis714","sara591@test.com","Utilizado"
"261","560","2024-08-18 12:55:49","patricia678","ana817@test.com","Revocado"
"262","871","2023-08-31 20:24:45","julia780","marco706@example.com","Validado"
"263","256","2024-09-19 10:00:44","laura372","fernando346@domain.com","Expirado"
"264","563","2023-06-16 01:05:50","elena673","ana782@domain.com","Utilizado"
"265","23","2024-10-22 17:39:19","diego570","laura766@company.org","Fallido"
"266","151","2023-10-01 05:19:17","diego114","luz345@company.org","Deshabilitado"
"267","215","2024-01-20 00:06:16","diego436","carlos661@example.com","Deshabilitado"
"268","85","2023-03-15 05:30:21","juan306","monica472@mail.com","Reintento"
"269","580","2023-12-10 09:06:08","fernando333","luz945@domain.com","Generado"
"270","671","2024-06-05 16:41:16","pablo581","patricia696@test.com","Generado"
"271","94","2024-06-11 04:58:01","carlos509","elena799@mail.com","Fallido"
"272","973","2024-02-19 02:53:25","carlos662","pedro612@example.com","Fallido"
"273","717","2023-09-27 06:06:07","pedro455","maria298@company.org","Revocado"
"274","97","2023-12-03 00:14:55","pedro700","laura688@domain.com","Utilizado"
"275","114","2023-03-04 07:40:24","carlos670","raul300@mail.com","Deshabilitado"
"276","708","2023-04-03 05:40:19","luis180","carlos13@test.com","Utilizado"
"277","308","2023-01-25 21:30:42","maria340","ana631@test.com","Validado"
"278","80","2024-03-11 19:58:29","laura890","juan963@test.com","Validado"
"279","443","2023-03-02 23:53:17","pedro585","maria779@company.org","Deshabilitado"
"280","235","2024-07-09 03:21:00","fernando761","maria844@test.com","Cancelado"
"281","89","2024-06-04 09:57:15","ana368","patricia565@mail.com","Utilizado"
"282","298","2023-01-07 17:36:50","raul915","pablo660@mail.com","Reintento"
"283","548","2023-01-02 21:26:47","luz690","roberto2@test.com","Cancelado"
"284","22","2024-09-10 16:34:06","juan677","juan975@example.com","Reintento"
"285","972","2024-08-02 01:06:17","sara353","diego38@example.com","Validado"
"286","44","2024-04-14 19:55:53","diego370","pedro338@company.org","Validado"
"287","429","2024-06-19 03:39:45","patricia707","carlos726@company.org","Generado"
"288","729","2024-04-29 02:58:28","sara869","fernando607@mail.com","Cancelado"
"289","158","2024-12-29 14:49:15","ana935","pablo345@example.com","Pendiente"
"290","163","2023-07-12 12:14:19","elena713","julia196@mail.com","Reintento"
"291","609","2023-10-16 08:47:52","pedro221","pedro386@company.org","Deshabilitado"
"292","662","2024-11-12 09:31:56","pedro979","isabel512@test.com","Deshabilitado"
"293","193","2024-02-20 12:26:20","sara951","elena940@domain.com","Pendiente"
"294","776","2024-01-10 14:59:51","patricia561","julia674@example.com","Fallido"
"295","453","2024-04-19 11:55:39","maria924","roberto280@mail.com","Pendiente"
"296","462","2024-01-30 13:44:11","pedro522","luis116@example.com","Pendiente"
"297","774","2023-03-14 11:07:08","laura813","patricia152@mail.com","Validado"
"298","646","2024-07-03 10:52:18","pablo151","roberto796@domain.com","Deshabilitado"
"299","269","2024-08-07 07:13:20","luz683","monica755@example.com","Reintento"
"300","807","2023-06-02 19:46:35","laura565","isabel53@test.com","Deshabilitado"
"301","727","2023-07-20 14:19:05","sara680","patricia61@company.org","Pendiente"
"302","603","2023-01-09 23:48:34","ana156","maria538@example.com","Generado"
"303","443","2023-01-22 09:42:46","maria821","raul848@domain.com","Reintento"
"304","818","2024-01-26 14:37:23","luis852","marco635@test.com","Expirado"
"305","398","2024-04-18 11:47:48","luis815","laura412@mail.com","Reintento"
"306","566","2023-06-07 18:11:56","sara632","roberto525@test.com","Reintento"
"307","568","2023-08-14 00:39:27","isabel519","diego525@example.com","Expirado"
"308","229","2024-12-18 03:31:26","julia189","marco867@mail.com","Revocado"
"309","342","2024-07-12 15:32:18","luz780","sara246@example.com","Pendiente"
"310","650","2023-09-18 14:01:24","pedro912","pablo609@test.com","Pendiente"
"311","721","2023-10-09 15:29:40","maria136","isabel671@test.com","Expirado"
"312","80","2023-05-26 15:13:47","maria965","maria90@company.org","Reintento"
"313","965","2023-07-17 07:40:00","maria207","ana97@company.org","Pendiente"
"314","651","2024-11-12 16:17:51","laura760","diego35@domain.com","Reintento"
"315","498","2023-04-15 05:46:14","pedro249","laura272@test.com","Validado"
"316","290","2024-10-10 20:39:33","elena121","juan905@example.com","Validado"
"317","169","2023-08-07 18:47:35","ana650","elena922@domain.com","Revocado"
"318","121","2024-01-19 19:54:25","luz950","raul142@domain.com","Deshabilitado"
"319","162","2023-12-29 09:07:04","carlos421","roberto379@domain.com","Utilizado"
"320","325","2024-10-14 23:45:59","luis283","laura358@test.com","Utilizado"
"321","133","2024-11-19 13:16:46","carlos505","fernando395@domain.com","Utilizado"
"322","965","2023-04-01 11:22:53","carlos250","julia177@test.com","Reintento"
"323","531","2023-04-05 21:02:03","luz816","juan265@company.org","Generado"
"324","738","2023-09-23 18:20:32","pedro526","juan845@domain.com","Pendiente"
"325","257","2023-01-09 11:34:02","maria403","roberto673@domain.com","Fallido"
"326","764","2023-05-07 13:54:28","roberto680","luz313@test.com","Revocado"
"327","124","2024-08-24 02:18:18","patricia562","julia318@test.com","Expirado"
"328","722","2024-06-24 07:06:36","pablo241","raul22@domain.com","Validado"
"329","949","2023-12-28 03:47:42","julia120","carlos614@mail.com","Expirado"
"330","99","2024-01-26 20:38:27","marco849","pedro758@company.org","Expirado"
"331","265","2024-09-06 19:50:01","pablo678","luz78@company.org","Cancelado"
"332","734","2023-07-02 08:04:10","fernando609","pablo735@mail.com","Pendiente"
"333","772","2024-05-24 22:38:08","luz498","raul94@example.com","Validado"
"334","861","2023-06-19 16:21:04","juan231","marco389@example.com","Reintento"
"335","252","2023-10-02 01:29:28","sara187","maria752@example.com","Utilizado"
"336","291","2023-07-30 19:05:54","roberto267","pablo848@test.com","Deshabilitado"
"337","227","2024-10-18 18:27:52","marco260","elena883@test.com","Deshabilitado"
"338","547","2024-02-29 09:08:58","laura632","pablo683@domain.com","Revocado"
"339","162","2023-12-10 21:24:24","roberto520","luis819@test.com","Cancelado"
"340","327","2023-03-28 16:01:11","maria700","marco321@mail.com","Utilizado"
"341","521","2023-03-18 13:15:25","raul437","luz724@domain.com","Deshabilitado"
"342","302","2024-01-30 04:53:17","julia109","luis490@mail.com","Pendiente"
"343","916","2023-09-11 12:24:46","elena457","pablo433@mail.com","Cancelado"
"344","100","2023-01-13 03:57:49","luz473","raul554@mail.com","Cancelado"
"345","726","2024-01-13 10:21:01","carlos982","maria65@test.com","Cancelado"
"346","870","2023-11-21 07:48:36","diego864","elena436@example.com","Generado"
"347","807","2023-07-08 17:59:00","julia169","laura106@domain.com","Reintento"
"348","788","2023-06-06 10:47:08","sara723","juan870@example.com","Cancelado"
"349","18","2024-04-14 04:08:04","carlos542","diego755@mail.com","Deshabilitado"
"350","897","2023-02-28 04:23:04","juan211","elena799@test.com","Fallido"
"351","586","2024-08-29 16:48:42","luis301","marco72@company.org","Validado"
"352","779","2024-08-03 09:45:47","ana502","patricia899@company.org","Expirado"
"353","805","2023-05-17 23:30:22","raul614","isabel821@mail.com","Revocado"
"354","460","2023-03-01 21:37:12","carlos631","isabel776@mail.com","Utilizado"
"355","599","2023-11-28 01:38:07","fernando715","luz16@mail.com","Revocado"
"356","858","2023-09-03 11:33:29","marco432","roberto91@mail.com","Validado"
"357","80","2024-05-05 16:12:21","raul208","raul203@company.org","Cancelado"
"358","243","2023-02-10 14:35:39","julia568","sara560@company.org","Utilizado"
"359","489","2024-01-26 20:41:27","patricia262","ana905@test.com","Deshabilitado"
"360","894","2024-01-08 11:41:26","luis342","maria649@example.com","Utilizado"
"361","848","2024-05-22 20:15:53","ana860","raul362@company.org","Validado"
"362","31","2024-11-20 14:17:50","elena921","ana854@company.org","Utilizado"
"363","507","2024-10-15 19:58:48","luz449","diego680@company.org","Validado"
"364","477","2024-12-24 07:52:08","pedro645","patricia708@mail.com","Reintento"
"365","255","2023-09-15 21:56:23","julia726","laura621@mail.com","Fallido"
"366","589","2024-11-12 23:11:56","patricia560","julia945@domain.com","Cancelado"
"367","551","2023-09-02 17:59:14","luis561","luis154@example.com","Utilizado"
"368","471","2023-02-08 01:30:08","juan962","elena506@company.org","Fallido"
"369","995","2023-01-05 20:12:17","patricia306","raul360@mail.com","Revocado"
"370","766","2023-08-29 04:17:31","ana520","pablo368@mail.com","Reintento"
